query,document,label
como medir un metro cuadrado,"Desviación Estándar. norte. Símbolo . Estadístico utilizado como medida de la dispersión o variación en una distribución, igual a la raíz cuadrada de la media aritmética de los cuadrados de las desviaciones de la media aritmética. Desviación estándar (DE) la dispersión de una variable aleatoria; una medida de la cantidad en la que cada valor se desvía de la media. Es igual a la raíz cuadrada de la varianza.",0
es el colesterol bueno realmente bueno,"La lipoproteína de baja densidad, o LDL, transporta el colesterol a las arterias, donde una cantidad excesiva puede acumular placa nociva para la salud. No existen fuentes alimenticias de colesterol LDL y HDL, pero ciertos alimentos pueden ayudar a aumentar el colesterol HDL bueno y disminuir el colesterol LDL malo en su cuerpo.",0
¿Qué está haciendo realmente la replicación del ADN?,replicación conservadora. un modelo hipotético no válido para la replicación del ADN en el que ambas cadenas de la doble hélice permanecen juntas después de la replicación. La replicación del ADN ocurre a través de un mecanismo semiconservador en el que se producen una hebra parental y una naciente.,0
avelox usa efectos secundarios de la dosis,"La sedación dura aproximadamente seis horas, aunque el tiempo real y la profundidad de la sedación dependen en gran medida del estado del animal individual. Aumentar la dosis por encima de la recomendada da como resultado una acción prolongada y efectos secundarios, pero no una mayor sedación.",0
quien protege a kevin durant,"La temporada comenzó con los Supersonics siendo un equipo patético, ya que las conversaciones con la ciudad de Seattle para una nueva arena se habían roto. Los Sonics habían conseguido un jugador franquicia con la segunda selección general en el draft de la NBA con Kevin Durant de Texas. Más tarde, Seattle Supersonics canjea a Kevin Durant a Oklahoma City Thunder.",0
¿Qué tan seguras son las pastillas de cafeína?,"Existe un gran debate sobre el uso de cafeína durante el embarazo. La cafeína se puede encontrar en el café, el té, los refrescos y el chocolate. Incluso el té verde y el café descafeinado tienen algo de cafeína (consulte esta tabla de cafeína). Es mejor evitarlo o al menos usarlo con moderación (no más de 2 porciones por día).",0
¿Quién estableció la agencia federal conocida como la comisión de igualdad de oportunidades en el empleo (eeoc)?,Una agencia gubernamental puede ser establecida por un gobierno nacional o un gobierno estatal dentro de un sistema federal. El término no se usa normalmente para una organización creada por los poderes de un organismo del gobierno local. Las agencias pueden ser establecidas por ley o por poderes ejecutivos.,0
definición de firma de tiempo,"Metas. Después de completar este curso, podrá: Crear una firma de correo electrónico básica. Formatee el texto en una firma. Agrega un hipervínculo a una firma. Agregue una imagen como un logotipo corporativo a una firma. Cree firmas en la aplicación web de Outlook. Convierta una firma manuscrita en un gráfico. Cree una firma de correo electrónico básica. Formatee el texto en una firma. Agrega un hipervínculo a una firma. Agregue una imagen como un logotipo corporativo a una firma. Cree firmas en la aplicación web de Outlook.",0
en que equipo jugó kevin durant,"Un total de cinco personas entraron a la cancha. Su equipo quería jugar contra el nuestro, así que decidimos seguir adelante con el plan.",0
definir un golpe de calor,"Un ataque isquémico transitorio (AIT para abreviar) y un accidente cerebrovascular son muy similares. De hecho, un AIT también se conoce como accidente cerebrovascular transitorio o mini accidente cerebrovascular. La diferencia entre un AIT y un accidente cerebrovascular se reduce al tiempo. Por definición, un accidente cerebrovascular produce síntomas que duran al menos 24 horas. Un AIT produce síntomas que mejoran después de un período de tiempo más corto (generalmente dentro de los 30 minutos).",0
donde esta mi apéndice,"Sobre el apéndice. El apéndice es un tubo con forma de bolsa que se adhiere al ciego, que es la primera sección del intestino grueso o colon. El apéndice tiene un promedio de 10 centímetros (aproximadamente 4 pulgadas) de largo. Se considera parte del tracto gastrointestinal (GI). Generalmente se piensa que no tiene una función significativa en el cuerpo, el apéndice puede ser parte de los sistemas linfático, exocrino o endocrino. El cáncer de apéndice ocurre cuando las células sanas del apéndice cambian y crecen sin control. Estas células forman un crecimiento de tejido, llamado tumor. Un tumor puede ser canceroso o benigno. Un tumor canceroso es maligno, lo que significa que puede crecer y diseminarse a otras partes del cuerpo.",0
definición de hélice,"La imagen del centro muestra la estructura del ADN. Tenga en cuenta que hay dos hebras: una que se muestra en azul y otra en amarillo. Otros ejemplos de una hélice incluyen hilo, un cable telefónico o una escalera de caracol. Cada cadena de la doble hélice está formada por unidades repetidas llamadas nucleótidos. Un solo nucleótido se compone de tres grupos funcionales: un azúcar, un trifosfato y una base nitrogenada (que contiene nitrógeno), como se muestra a continuación.",0
dónde poner el árbol del dinero en tu casa,"para obtener más dinero en redfin, nuestros agentes de bienes raíces y científicos de datos han trabajado juntos para estudiar cada parte del proceso de venta de una casa y descubrir qué puede ayudarlo a vender su casa más rápido por más dinero con menos riesgo. Aquí está nuestro plan de 12 puntos para obtener lo mejor. Para obtener más dinero en redfin, nuestros agentes de bienes raíces y científicos de datos han trabajado juntos para estudiar cada parte del proceso de venta de una casa y descubrir qué puede ayudarlo a vender su casa más rápido por más dinero y con menos riesgo.",0
amnistía definir,Defina esta rutina como una cadena que sea una expresión MATLAB válida o el nombre de un archivo M. La expresión se ejecuta en el espacio de trabajo de MATLAB. Consulte Devolución de llamada de identificador de función para obtener información sobre cómo utilizar los identificadores de función para definir la función de devolución de llamada.,0
qué alimentos tienen gelatina,"Uno o dos días antes de una colonoscopia, dejará de comer alimentos sólidos y beberá solo líquidos claros, como agua, té, café, jugos claros, caldos claros, paletas heladas con sabor y gelatina (como JellO). No beba nada de color rojo o morado, como jugo de uva o ponche de frutas.",0
es Broome Street en el East Village de la ciudad de Nueva York,"Pueblo Mahomet. Mahomet Village Hall está ubicado en 503 East Main Street, Mahomet, IL 61853; teléfono: 2175864456. El área de Mahomet fue colonizada por primera vez en 1830 por Daniel Porter. Mahomet Township se denominó originalmente Middletown en 1832 y posteriormente se registró cuando se organizó el nuevo condado de Champaign en 1836.",0
kilómetros a cuántas millas equivale un kilómetro,"Aeropuerto Internacional de Vancouver. El Aeropuerto Internacional de Vancouver está ubicado aproximadamente a 4,3 kilómetros (2,7 millas) al noroeste de Richmond y a unos 7,8 kilómetros (4,8 millas) al suroeste de Vancouver. El código IATA del Aeropuerto Internacional de Vancouver es YVR. El Aeropuerto Internacional de Vancouver está ubicado aproximadamente a 4 , A 3 kilómetros (2,7 millas) al noroeste de Richmond ya unos 7,8 kilómetros (4,8 millas) al suroeste de Vancouver. El código IATA del Aeropuerto Internacional de Vancouver es YVR.",0
lo que combina con el aluminio,"El aluminio se pronuncia ahLOOmenem. Historia y usos: Aunque el aluminio es el metal más abundante en la corteza terrestre, nunca se encuentra libre en la naturaleza. Todo el aluminio de la tierra se ha combinado con otros elementos para formar compuestos. Dos de los compuestos más comunes son el alumbre, como el sulfato de potasio y aluminio (KAl (SO 4) 2 12H 2 O) y el óxido de aluminio (Al 2 O 3). Aproximadamente el 8,2% de la corteza terrestre está compuesta de aluminio.",1
es el colesterol bueno realmente bueno,"Las grasas trans, un tipo de grasa que se encuentra en los productos horneados comerciales, son particularmente malas para el colesterol: reducen el HDL, el colesterol bueno, y aumentan el LDL, el colesterol malo. Además de reducir las grasas saturadas, hay muchos alimentos que usted y sus hijos pueden agregar a su dieta que ayudan a reducir el colesterol.",0
donde esta mi apéndice,"1 #funfact #ImDoingIt! 2 El intestino grueso está formado por el ciego, el colon ascendente, el colon transverso, el colon descendente, el colon sigmoide, el apéndice, el recto y el canal anal. El intestino grueso contiene todo el colon, pero el colon no contiene el ciego, el apéndice, el recto ni el canal anal.",0
otro nombre para la ceremonia de graduación,La tradición estadounidense de mover la borla de los birretes de graduación del lado derecho al izquierdo durante la ceremonia de graduación significa el reconocimiento de haber obtenido un título. A veces se le llama giro de la borla. Sigue leyendo,0
serie mundial nick swisher,"La segunda vez fue en la Serie Mundial de 1993 cuando Joe Carter de los Azulejos de Toronto conectó un jonrón de 3 carreras en la novena entrada ante el lanzador de los Filis de Filadelfia Mitch Williams en el Juego 6 de la serie, para ayudar a los Azulejos de Toronto a capturar su segundo Campeonato de la Serie Mundial. en una fila.",0
el animal más grande que jamás haya vivido en la tierra,"Padre de la Medicina. Hipócrates (hih POK ruh teez) vivió 400 años antes del nacimiento de Cristo. Se le conoce como el padre de la medicina porque muchas de las cosas que descubrió todavía se practican en la actualidad. Durante la época en que vivió Hipócrates, la gente era muy supersticiosa. Creían que había cuatro fluidos en el cuerpo que coincidían con cuatro elementos; tierra, aire, fuego y agua.",0
que son las pastillas roxy,"Si se usan correctamente, las píldoras anticonceptivas funcionan muy bien. Tanto con las píldoras combinadas como con las píldoras solo de progesterona, la tasa de embarazo es menos del 1%. Incluso entre las mujeres que no usan las píldoras correctamente, es decir, que no las toman todos los días como se indica, el embarazo la tasa es de aproximadamente el 8%.",0
